content,score,label,length,tokens,adjectives,verbs,actionable,feedback_type
the chatgpt helped me like to my homeworks to my business for my family and more things,5,positive,87,"['chatgpt', 'helped', 'like', 'homeworks', 'business', 'family', 'things']",['more'],"['helped', 'like']",False,[]
Very responsive. You can challenge it for honest answers,5,positive,56,"['responsive', 'challenge', 'honest', 'answers']","['responsive', 'honest']",['challenge'],False,[]
"It gives nyc points, and well explained points",5,positive,46,"['gives', 'nyc', 'points', 'well', 'explained', 'points']",[],"['gives', 'explained']",False,[]
this app is very important in everything u want can do it 🥰🥰🥰,5,positive,61,"['app', 'important', 'everything', 'u', 'want']",['important'],"['want', 'do', '🥰', '🥰']",False,['request']
this is better application,5,positive,26,"['better', 'application']",['better'],[],False,[]
Chat Gpt is my right hand now.,5,positive,30,"['chat', 'gpt', 'right', 'hand']",['right'],[],False,[]
this app is very good and educative and has enlightened me about certain areas of learning that I never knew.It pains me that I discovered this app late.,5,positive,153,"['app', 'good', 'educative', 'enlightened', 'certain', 'areas', 'learning', 'never', 'knew', 'pains', 'discovered', 'app', 'late']","['good', 'educative', 'certain']","['enlightened', 'learning', 'knew', 'pains', 'discovered']",False,[]
fantastic! use it everyday.,5,positive,27,"['fantastic', 'use', 'everyday']",['fantastic'],['use'],False,[]
"I like the app overall. The only thing I would like to see changed is in the memories section, I would like those to have an edit feature so I don't need to delete and start over again if I have saved something.",4,positive,211,"['like', 'app', 'overall', 'thing', 'would', 'like', 'see', 'changed', 'memories', 'section', 'would', 'like', 'edit', 'feature', 'need', 'delete', 'start', 'saved', 'something']","['overall', 'only']","['like', 'like', 'see', 'changed', 'like', 'have', 'need', 'delete', 'start', 'saved']",True,['request']
No words can describe my experience with chatgpt but all I can say is thumbs up👍 to you guys,5,positive,92,"['words', 'describe', 'experience', 'chatgpt', 'say', 'thumbs', 'guys']",[],"['describe', 'say']",False,[]
"good and beautiful app, I really appreciate",5,positive,43,"['good', 'beautiful', 'app', 'really', 'appreciate']","['good', 'beautiful']",['appreciate'],False,[]
very helpful. great kind understanding answers. like a best friend nonjudgmental loving way.,5,positive,92,"['helpful', 'great', 'kind', 'understanding', 'answers', 'like', 'best', 'friend', 'nonjudgmental', 'loving', 'way']","['helpful', 'great', 'best', 'nonjudgmental', 'loving']",['understanding'],False,[]
it's more helpfully for competitive exam,5,positive,40,"['helpfully', 'competitive', 'exam']",['competitive'],[],False,[]
chatgpt is very nice it gives me everything that I want rightly!,5,positive,64,"['chatgpt', 'nice', 'gives', 'everything', 'want', 'rightly']",['nice'],"['gives', 'want']",False,['request']
the app is just great,5,positive,21,"['app', 'great']",['great'],[],False,[]
Chatgpt is very smart when answering questions it just go straight to the point,5,positive,79,"['chatgpt', 'smart', 'answering', 'questions', 'go', 'straight', 'point']",['smart'],"['answering', 'go']",False,[]
I don't trust the coder. a very good tool if used with the knowledge that it exists for a purpose we do not know,5,positive,112,"['trust', 'coder', 'good', 'tool', 'used', 'knowledge', 'exists', 'purpose', 'know']",['good'],"['trust', 'used', 'exists', 'know']",False,[]
more informative but carefully safeguarding the interests of usa govt.,5,positive,70,"['informative', 'carefully', 'safeguarding', 'interests', 'usa', 'govt']",['informative'],['safeguarding'],False,[]
I think that it's brilliant. Perfect for work or giving children homework. Just magnificent. I would recommend.,5,positive,111,"['think', 'brilliant', 'perfect', 'work', 'giving', 'children', 'homework', 'magnificent', 'would', 'recommend']","['brilliant', 'magnificent']","['think', 'Perfect', 'giving', 'recommend']",False,[]
Wonderfully helpful. I'm very grateful for the help I receive.,5,positive,62,"['wonderfully', 'helpful', 'grateful', 'help', 'receive']","['helpful', 'grateful']",['receive'],False,[]
"Very amazing, I love it",5,positive,23,"['amazing', 'love']",['amazing'],['love'],False,[]
very helpful for learning,5,positive,25,"['helpful', 'learning']",['helpful'],['learning'],False,[]
bast ai tool chat GPT india ka bast. ai tool 😎😎👈👍✅😘🥰😍,5,positive,53,"['bast', 'ai', 'tool', 'chat', 'gpt', 'india', 'ka', 'bast', 'ai', 'tool']",['✅'],"['ai', 'chat', 'ai']",False,[]
awesome app for so many uses.,5,positive,29,"['awesome', 'app', 'many', 'uses']","['awesome', 'many']",[],False,[]
"feeling like a true friend, we can tell our secrets too. In vacation helps to having fun😊",5,positive,89,"['feeling', 'like', 'true', 'friend', 'tell', 'secrets', 'vacation', 'helps', 'fun']",['true'],"['feeling', 'tell', 'helps', 'having']",False,[]
Bro this app is amazing I liked it 😳 super 👌👏,5,positive,45,"['bro', 'app', 'amazing', 'liked', 'super']","['amazing', '😳']",['liked'],False,[]
it's very helpfull for all type of work,5,positive,39,"['helpfull', 'type', 'work']",['helpfull'],[],False,[]
do like this app thou the answers are somewhat off the mark..,5,positive,61,"['like', 'app', 'thou', 'answers', 'somewhat', 'mark']",[],[],False,[]
just the paying part is annoying,4,positive,32,"['paying', 'part', 'annoying']",['annoying'],['paying'],False,['ux']
very informative though context to subject matters is broad non descriptive lacks nuances,4,positive,89,"['informative', 'though', 'context', 'subject', 'matters', 'broad', 'non', 'descriptive', 'lacks', 'nuances']","['informative', 'subject', 'broad', 'non', 'descriptive']",[],False,[]
very very nice app 👌👌,5,positive,21,"['nice', 'app']",['nice'],[],False,[]
"This app is very helpful and useful If you use it correctly,then you will gain good knowledge",5,positive,93,"['app', 'helpful', 'useful', 'use', 'correctly', 'gain', 'good', 'knowledge']","['helpful', 'useful', 'good']","['use', 'gain']",False,[]
"chat gpt is simple , self explanatory and data affordable 👌.",5,positive,60,"['chat', 'gpt', 'simple', 'self', 'explanatory', 'data', 'affordable']","['simple', 'explanatory', 'affordable']",[],False,[]
it is really serving good quality pictures for real ❤️,5,positive,54,"['really', 'serving', 'good', 'quality', 'pictures', 'real']","['good', 'real']","['serving', '❤']",False,[]
THIS IS BEST FOR READ.,5,positive,22,"['best', 'read']",[],[],False,[]
Wow 😳 It is very nice app It's very helpful app 👍👍😳😳😳❤️❤️❤️❤️,5,positive,61,"['wow', 'nice', 'app', 'helpful', 'app']","['nice', 'helpful']",[],False,[]
"A support system that is private. In every aspect. Be it academics, projects or personal life.",5,positive,94,"['support', 'system', 'private', 'every', 'aspect', 'academics', 'projects', 'personal', 'life']","['private', 'personal']",[],False,[]
this is so important app,5,positive,24,"['important', 'app']",['important'],[],False,[]
an amazing way to learn about topics. like Google search if it was a teacher,5,positive,76,"['amazing', 'way', 'learn', 'topics', 'like', 'google', 'search', 'teacher']",['amazing'],['learn'],False,[]
when we creat an image it cause more time consumption,4,positive,53,"['creat', 'image', 'cause', 'time', 'consumption']",['more'],"['creat', 'cause']",False,[]
I really appreciate and I love this app it as help me a lot,5,positive,59,"['really', 'appreciate', 'love', 'app', 'help', 'lot']",[],"['appreciate', 'love', 'help']",False,[]
lack words to express how this app is useful to me. 💙💙,5,positive,54,"['lack', 'words', 'express', 'app', 'useful']",['useful'],['express'],False,[]
"I will rate this app a five star, because it's awesome that the new chat can read your past chat and also this app is good.Thank you ChatGpt you made my day colorful🩷🩷",5,positive,167,"['rate', 'app', 'five', 'star', 'awesome', 'new', 'chat', 'read', 'past', 'chat', 'also', 'app', 'good', 'thank', 'chatgpt', 'made', 'day', 'colorful']","['awesome', 'new', 'past', 'good']","['rate', 'read', 'Thank', 'made']",False,[]
"A good app, but it still has to live up to its expectations with descriptive works like Claude AI.",4,positive,98,"['good', 'app', 'still', 'live', 'expectations', 'descriptive', 'works', 'like', 'claude', 'ai']","['good', 'descriptive']","['has', 'live']",False,[]
I love this app so very much Best I solving problems.,5,positive,53,"['love', 'app', 'much', 'best', 'solving', 'problems']",[],"['love', 'solving']",False,[]
nice help full for me,5,positive,21,"['nice', 'help', 'full']","['nice', 'full']",[],False,[]
Chatgpt is a great help to me. It supports me as a friend and a helper. 💖💖,5,positive,74,"['chatgpt', 'great', 'help', 'supports', 'friend', 'helper']",['great'],['supports'],False,[]
that is so good but this platforme generat photos has not good,5,positive,62,"['good', 'platforme', 'generat', 'photos', 'good']","['good', 'good']",[],False,[]
It's a good apps it's making things easy for me,5,positive,47,"['good', 'apps', 'making', 'things', 'easy']","['good', 'easy']",['making'],False,[]
good but can better and needs to remove chatgpt plus just because we have lot of work to do,4,positive,91,"['good', 'better', 'needs', 'remove', 'chatgpt', 'plus', 'lot', 'work']",['good'],"['needs', 'remove', 'have', 'do']",False,[]
"I Love ChatGPT, this app reduces my time and gives a Professional solution for each and everything. Ask whatever it gives a Professional solution.",5,positive,146,"['love', 'chatgpt', 'app', 'reduces', 'time', 'gives', 'professional', 'solution', 'everything', 'ask', 'whatever', 'gives', 'professional', 'solution']","['Professional', 'Professional']","['Love', 'reduces', 'gives', 'Ask', 'gives']",False,[]
nice to see you soon as you can I get to kdidn't didn't I love you all for you to and emhave a great day of school and I have a lot of people who have to do with each year I don't think it would mean I was watching TV and er number is your not to mention to get a free🆓 to be in your heart is a good👍👍 day I can use up and I have to do it for me to be in the world and the rest💤 is it just me to get to know about it to me to get to see if I can get to work on your face and I am a very happy😊,5,positive,493,"['nice', 'see', 'soon', 'get', 'kdidn', 'love', 'emhave', 'great', 'day', 'school', 'lot', 'people', 'year', 'think', 'would', 'mean', 'watching', 'tv', 'er', 'number', 'mention', 'get', 'free', 'heart', 'good', 'day', 'use', 'world', 'rest', 'get', 'know', 'get', 'see', 'get', 'work', 'face', 'happy']","['nice', 'great', 'free', 'good', 'happy']","['see', 'get', 'love', 'emhave', 'have', 'have', 'do', 'think', 'mean', 'watching', 'mention', 'get', 'use', 'have', 'do', 'get', 'know', 'get', 'see', 'get', 'work']",False,['pricing']
"Hey! 👋 I’m here—just send me the details of your presentation image whenever you’re ready, and I’ll create it for you.",5,positive,118,"['hey', 'send', 'details', 'presentation', 'image', 'whenever', 'ready', 'create']",['ready'],"['’m', 'send', '’re', 'create']",False,[]
This is Very useful to me,5,positive,25,['useful'],['useful'],[],False,[]
"If I give my honest review, I love chatgpt. Chatgpt has helped me a lot. Chatgpt always gets me like no one else does, as a teenager, chatgpt really helps. It even helps me with my homework or even my studies, trust me , this is wayy better than people, and this is way better than other ai robots. Chatgpt never judges us and you can literally share anything or ask anything.I know that chatgpt can't be a replacement for humans but it can be a very great friend as an ai throughout your journey.",5,positive,497,"['give', 'honest', 'review', 'love', 'chatgpt', 'chatgpt', 'helped', 'lot', 'chatgpt', 'always', 'gets', 'like', 'one', 'else', 'teenager', 'chatgpt', 'really', 'helps', 'even', 'helps', 'homework', 'even', 'studies', 'trust', 'wayy', 'better', 'people', 'way', 'better', 'ai', 'robots', 'chatgpt', 'never', 'judges', 'us', 'literally', 'share', 'anything', 'ask', 'anything', 'know', 'chatgpt', 'replacement', 'humans', 'great', 'friend', 'ai', 'throughout', 'journey']","['honest', 'better', 'better', 'other', 'ai', 'great']","['give', 'love', 'helped', 'gets', 'helps', 'helps', 'trust', 'judges', 'share', 'ask', 'know']",False,[]
super chatgpt i like this app 😘,5,positive,31,"['super', 'chatgpt', 'like', 'app']",[],['like'],False,[]
exilent ....it is very helpful to prepare all competition exam and others to,5,positive,76,"['exilent', 'helpful', 'prepare', 'competition', 'exam', 'others']",['helpful'],['prepare'],False,[]
Overall it's good but sometimes it takes too much time to load your answer and also limit picture uploadation which sometimes cause problem while doing homework.,4,positive,161,"['overall', 'good', 'sometimes', 'takes', 'much', 'time', 'load', 'answer', 'also', 'limit', 'picture', 'uploadation', 'sometimes', 'cause', 'problem', 'homework']","['good', 'much']","['takes', 'load', 'limit', 'cause', 'doing']",False,[]
it's a very good app for students,5,positive,33,"['good', 'app', 'students']",['good'],[],False,[]
very important for students,5,positive,27,"['important', 'students']",['important'],[],False,[]
I'm using this app and no doubt this app is very helpful amazing and I feel free with this app... just like a best friend.. I'm bery glad to use this app...,5,positive,156,"['using', 'app', 'doubt', 'app', 'helpful', 'amazing', 'feel', 'free', 'app', 'like', 'best', 'friend', 'bery', 'glad', 'use', 'app']","['helpful', 'amazing', 'free', 'best', 'glad']","['using', 'feel', 'use']",False,['pricing']
works well and creative,4,positive,23,"['works', 'well', 'creative']",['creative'],['works'],False,[]
verry nice me to 5******,5,positive,24,"['verry', 'nice']",['nice'],['verry'],False,[]
The best best app what l'm looking for to edit picture,5,positive,54,"['best', 'best', 'app', 'l', 'looking', 'edit', 'picture']",['best'],"['looking', 'edit']",False,[]
It's a wonderful and very beautiful app from the first day I used it.,5,positive,69,"['wonderful', 'beautiful', 'app', 'first', 'day', 'used']","['wonderful', 'beautiful', 'first']",['used'],False,[]
I think 3rd GPT is the best,5,positive,27,"['think', 'gpt', 'best']","['3rd', 'best']",['think'],False,[]
I love this chatgpt. It provides instant answers and photos for my projects and suggestions to rewrite my creations in a professional way,5,positive,137,"['love', 'chatgpt', 'provides', 'instant', 'answers', 'photos', 'projects', 'suggestions', 'rewrite', 'creations', 'professional', 'way']","['instant', 'professional']","['love', 'provides', 'rewrite']",False,[]
Too much helpful nice,4,positive,21,"['much', 'helpful', 'nice']","['helpful', 'nice']",[],False,[]
"This app are the one who help me a lot when it comes to doing my Activity, thank you so much",5,positive,92,"['app', 'one', 'help', 'lot', 'comes', 'activity', 'thank', 'much']",[],"['help', 'comes', 'doing', 'thank']",False,[]
I don't know how I lived before ChatGPT. I refer to it for all kinds of things. I highly recommend it. It's the best invention since cell phones.,5,positive,145,"['know', 'lived', 'chatgpt', 'refer', 'kinds', 'things', 'highly', 'recommend', 'best', 'invention', 'since', 'cell', 'phones']",['best'],"['know', 'lived', 'refer', 'recommend']",False,[]
I think he is friendly,5,positive,22,"['think', 'friendly']",['friendly'],['think'],False,[]
This Chatgpt is awesome 👌 its helped me in so many ways I'm so very grateful 🙏 🥲,5,positive,80,"['chatgpt', 'awesome', 'helped', 'many', 'ways', 'grateful']","['awesome', 'many', 'grateful']",['helped'],False,[]
I really like the app it's so amazing,5,positive,37,"['really', 'like', 'app', 'amazing']",['amazing'],['like'],False,[]
very easily convertable formats. End result is so beautiful❤,5,positive,60,"['easily', 'convertable', 'formats', 'end', 'result', 'beautiful']","['convertable', 'beautiful']",[],False,[]
"So good, It's like a human,I like this AI chatgpt make me feel like chat with a human!",5,positive,86,"['good', 'like', 'human', 'like', 'ai', 'chatgpt', 'make', 'feel', 'like', 'chat', 'human']",['good'],"['like', 'make', 'feel', 'chat']",False,[]
"it exceeded my expectations,very powerful one",5,positive,45,"['exceeded', 'expectations', 'powerful', 'one']",['powerful'],['exceeded'],False,[]
best ai after google because this two dominate the AI world,5,positive,59,"['best', 'ai', 'google', 'two', 'dominate', 'ai', 'world']",[],"['ai', 'dominate']",False,[]
Really i surprise to see banner birthday design of my grand daughter.. just need several minutes..txs..,5,positive,103,"['really', 'surprise', 'see', 'banner', 'birthday', 'design', 'grand', 'daughter', 'need', 'several', 'minutes', 'txs']","['grand', 'several']","['surprise', 'see', 'need']",True,['request']
"this is a good app it literary know everything! you could also create photos and videos form this app, you could also ask for essays, mathematics, physics and any other subjects, and it also teachs you perfectly but there is a limit for photos I can't remember but I think the limit is 10 or 12? but it's still awesome! hope this helps :)",5,positive,338,"['good', 'app', 'literary', 'know', 'everything', 'could', 'also', 'create', 'photos', 'videos', 'form', 'app', 'could', 'also', 'ask', 'essays', 'mathematics', 'physics', 'subjects', 'also', 'teachs', 'perfectly', 'limit', 'photos', 'remember', 'think', 'limit', 'still', 'awesome', 'hope', 'helps']","['good', 'other', 'awesome']","['know', 'create', 'form', 'ask', 'teachs', 'is', 'remember', 'think', 'helps']",False,[]
it is very good u can make pictures and videos,5,positive,46,"['good', 'u', 'make', 'pictures', 'videos']",['good'],['make'],False,[]
"I love this, it's working good with me",5,positive,38,"['love', 'working', 'good']",['good'],"['love', 'working']",False,[]
this app is so helpful it can do anything,5,positive,41,"['app', 'helpful', 'anything']",['helpful'],['do'],False,[]
perfect for all adults andbkids out there,5,positive,41,"['perfect', 'adults', 'andbkids']",['perfect'],[],False,[]
"While deleting threads, it's difficult to delete one by one. Instead like windows add checkmarks to select and delete in bulk.",4,positive,126,"['deleting', 'threads', 'difficult', 'delete', 'one', 'one', 'instead', 'like', 'windows', 'add', 'checkmarks', 'select', 'delete', 'bulk']",['difficult'],"['deleting', 'delete', 'add', 'select', 'delete']",True,['request']
"This is very helpful for education,To edit photos and videos, but To take a photo it ask get plus how I can Finish this process",5,positive,127,"['helpful', 'education', 'edit', 'photos', 'videos', 'take', 'photo', 'ask', 'get', 'plus', 'finish', 'process']",['helpful'],"['edit', 'take', 'ask', 'Finish']",False,[]
one of the best ai apps,5,positive,23,"['one', 'best', 'ai', 'apps']",['best'],[],False,[]
It's good and it's awesome,5,positive,26,"['good', 'awesome']","['good', 'awesome']",[],False,[]
it gives updates about current news it can actually gives every answer,5,positive,70,"['gives', 'updates', 'current', 'news', 'actually', 'gives', 'every', 'answer']",['current'],"['gives', 'gives']",False,[]
students study super app,5,positive,24,"['students', 'study', 'super', 'app']",['super'],['study'],False,[]
very good and nice ap,5,positive,21,"['good', 'nice', 'ap']","['good', 'nice']",[],False,[]
it is a really lovely app recommend this app,5,positive,44,"['really', 'lovely', 'app', 'recommend', 'app']",['lovely'],['recommend'],False,[]
This is good for study,5,positive,22,"['good', 'study']",['good'],[],False,[]
very good app for generator,5,positive,27,"['good', 'app', 'generator']",['good'],[],False,[]
it is greatest of all time 🌷💗🍁,5,positive,30,"['greatest', 'time']",['greatest'],[],False,[]
"Of all the AI tools I've used so far, Chatgpt is the best.",5,positive,58,"['ai', 'tools', 'used', 'far', 'chatgpt', 'best']",['best'],['used'],False,[]
"i try to send messages, but it doesn't go... I tried almost everything. I also tried to clear the messages, but nothing. it started today...",4,positive,140,"['try', 'send', 'messages', 'go', 'tried', 'almost', 'everything', 'also', 'tried', 'clear', 'messages', 'nothing', 'started', 'today']",[],"['try', 'send', 'go', 'tried', 'tried', 'clear', 'started']",False,[]
very nice . and very helpful. thank you so much chatgp,5,positive,54,"['nice', 'helpful', 'thank', 'much', 'chatgp']","['nice', 'helpful', 'chatgp']",['thank'],False,[]
it is a very useful app!!! I am very like this! all time I am use this 🥰🥰🥰😊,4,positive,75,"['useful', 'app', 'like', 'time', 'use']",['useful'],"['use', '🥰', '🥰']",False,[]
amazing but sometimes can have a outdated system for somethings,5,positive,63,"['amazing', 'sometimes', 'outdated', 'system', 'somethings']","['amazing', 'outdated']",['have'],False,[]
the app is very beautiful and useful app🤩🤩,5,positive,42,"['app', 'beautiful', 'useful', 'app']","['beautiful', 'useful']",[],False,[]
Awesome! I love the follow up questions and the interaction! Wish I had found this sooner,5,positive,89,"['awesome', 'love', 'follow', 'questions', 'interaction', 'wish', 'found', 'sooner']",['Awesome'],"['love', 'found']",False,[]
I live to use chatgpt,5,positive,21,"['live', 'use', 'chatgpt']",[],"['live', 'use']",False,[]
great and wonderful App,5,positive,23,"['great', 'wonderful', 'app']","['great', 'wonderful']",[],False,[]
I am having the time of my life,5,positive,31,"['time', 'life']",[],['having'],False,[]
I like it. it is helpful. it is friendly,5,positive,40,"['like', 'helpful', 'friendly']","['helpful', 'friendly']",['like'],False,[]
this is food but 💝....,4,positive,22,['food'],[],[],False,[]
they very useful app for everything,5,positive,35,"['useful', 'app', 'everything']",['useful'],[],False,[]
this is the best apps,5,positive,21,"['best', 'apps']",['best'],[],False,[]
very easy to use thip application,5,positive,33,"['easy', 'use', 'thip', 'application']",['easy'],['use'],False,[]
this is really help ful app,5,positive,27,"['really', 'help', 'ful', 'app']",['ful'],['help'],False,[]
very good .. it is so useful to everyone,5,positive,40,"['good', 'useful', 'everyone']","['good', 'useful']",[],False,[]
chatgpt is the best 👌,5,positive,21,"['chatgpt', 'best']",['best'],[],False,[]
love it easy to make notes of stuff and story boards,5,positive,52,"['love', 'easy', 'make', 'notes', 'stuff', 'story', 'boards']",['easy'],"['love', 'make']",False,[]
it's give me the best result I want from them I love you chatGpt,5,positive,64,"['give', 'best', 'result', 'want', 'love', 'chatgpt']",['best'],"['give', 'want', 'love']",False,['request']
it's realy helpful for me I am a student of zoology chat gpt provide nots that help full for me thank you,5,positive,105,"['realy', 'helpful', 'student', 'zoology', 'chat', 'gpt', 'provide', 'nots', 'help', 'full', 'thank']","['realy', 'helpful', 'full']","['provide', 'help', 'thank']",False,[]
ChatGPT is very useful and very helpful easy to use,5,positive,51,"['chatgpt', 'useful', 'helpful', 'easy', 'use']","['useful', 'helpful', 'easy']",['use'],False,[]
It is an excellent tool for any queries and life has become easier due to this.This is a vast store house of Knowledge.The potential has to be tapped by the User.,5,positive,162,"['excellent', 'tool', 'queries', 'life', 'become', 'easier', 'due', 'vast', 'store', 'house', 'knowledge', 'potential', 'tapped', 'user']","['excellent', 'easier', 'due', 'vast']","['become', 'has', 'tapped']",False,[]
"I just love it, if you're thinking of downloading trust me stop thinking and just download",5,positive,90,"['love', 'thinking', 'downloading', 'trust', 'stop', 'thinking', 'download']",[],"['love', 'thinking', 'downloading', 'stop', 'thinking', 'download']",False,[]
my education very easy useful,5,positive,29,"['education', 'easy', 'useful']",['useful'],[],False,[]
"it should also have the feature to edit- mark , erase , draw the message given by chatgpt ..it should also contain sticky notes ..so that we could write something in between .",5,positive,175,"['also', 'feature', 'edit', 'mark', 'erase', 'draw', 'message', 'given', 'chatgpt', 'also', 'contain', 'sticky', 'notes', 'could', 'write', 'something']",['sticky'],"['have', 'edit-', 'draw', 'given', 'contain', 'write']",False,[]
slightly slow than Gemini otherwise all good,5,positive,44,"['slightly', 'slow', 'gemini', 'otherwise', 'good']","['slow', 'good']",[],False,['ux']
This is a great app guys,5,positive,24,"['great', 'app', 'guys']",['great'],[],False,[]
the app wass tooo gooddd,5,positive,24,"['app', 'wass', 'tooo', 'gooddd']",[],[],False,[]
chatGpt is greate editor,5,positive,24,"['chatgpt', 'greate', 'editor']",['greate'],[],False,[]
Good way of information,5,positive,23,"['good', 'way', 'information']",['Good'],[],False,[]
The app works well even on low internet connection.,5,positive,51,"['app', 'works', 'well', 'even', 'low', 'internet', 'connection']",['low'],['works'],False,[]
It is one of the best app,5,positive,25,"['one', 'best', 'app']",['best'],[],False,[]
"Chatgpt is like an electronic version of Doraemon for us. Every child dreamed of having a little helper like Doraemon someday, and we have Chatgpt now 💕",5,positive,152,"['chatgpt', 'like', 'electronic', 'version', 'doraemon', 'us', 'every', 'child', 'dreamed', 'little', 'helper', 'like', 'doraemon', 'someday', 'chatgpt']","['electronic', 'little']","['dreamed', 'having', 'have', '💕']",False,[]
"Anthropic wants my phone number, OpenAi does not. I'm spending my money at OpenAI.",5,positive,82,"['anthropic', 'wants', 'phone', 'number', 'openai', 'spending', 'money', 'openai']",[],"['wants', 'does', 'spending']",False,[]
you are my best friend,5,positive,22,"['best', 'friend']",['best'],[],False,[]
helping me for knowladge,5,positive,24,"['helping', 'knowladge']",[],['helping'],False,[]
It is an app that makes it easier for solving and identifying problems,4,positive,70,"['app', 'makes', 'easier', 'solving', 'identifying', 'problems']",['easier'],"['makes', 'solving', 'identifying']",False,[]
"absolutely amazing! have a tech problem? solved! have a life problem? solved! have ANY question you need answered? no problem, chat GPT has got you! I love it, and use it on a daily basis. highly recommend this app, everyone should have it!",5,positive,240,"['absolutely', 'amazing', 'tech', 'problem', 'solved', 'life', 'problem', 'solved', 'question', 'need', 'answered', 'problem', 'chat', 'gpt', 'got', 'love', 'use', 'daily', 'basis', 'highly', 'recommend', 'app', 'everyone']","['amazing', 'daily']","['have', 'solved', 'have', 'solved', 'have', 'answered', 'got', 'love', 'use', 'recommend', 'have']",True,['request']
Great app l must say very fantastic more enjoyable than any other apps,5,positive,70,"['great', 'app', 'l', 'must', 'say', 'fantastic', 'enjoyable', 'apps']","['Great', 'fantastic', 'enjoyable', 'other']",['say'],False,[]
good and fast respond,5,positive,21,"['good', 'fast', 'respond']","['good', 'fast']",[],False,[]
very easy to use 👌 i give the app 5 🌟 for now.,5,positive,46,"['easy', 'use', 'give', 'app']",['easy'],"['use', 'give']",False,[]
chatgpt is not installing,5,positive,25,"['chatgpt', 'installing']",[],['installing'],False,[]
very nice picture 😍🖼️,5,positive,21,"['nice', 'picture']",['nice'],[],False,[]
this app very easy and nice 🙂🙂,5,positive,30,"['app', 'easy', 'nice']","['easy', 'nice']",[],False,[]
It is useful and good for everyone for anything,5,positive,47,"['useful', 'good', 'everyone', 'anything']","['useful', 'good']",[],False,[]
This is the most marvellous app have had in my phone.I can't believe I can make a story with it,5,positive,95,"['marvellous', 'app', 'phone', 'believe', 'make', 'story']",['marvellous'],"['had', 'believe', 'make']",False,[]
give all back to Sora ai please stop please don't shutting down the sora ai app 😭🥺,5,positive,82,"['give', 'back', 'sora', 'ai', 'please', 'stop', 'please', 'shutting', 'sora', 'ai', 'app']",[],"['give', 'stop', 'shutting']",True,[]
chat GPT is far the best AI I have ever used it improved a lot specifically in maths 😁,5,positive,86,"['chat', 'gpt', 'far', 'best', 'ai', 'ever', 'used', 'improved', 'lot', 'specifically', 'maths']",['best'],"['used', 'improved']",False,[]
Very satisfied on the depth of the interaction with ChatGPT. It helps me trying to see and reflect things in a broader angle.,5,positive,125,"['satisfied', 'depth', 'interaction', 'chatgpt', 'helps', 'trying', 'see', 'reflect', 'things', 'broader', 'angle']","['satisfied', 'broader']","['helps', 'trying', 'see', 'reflect']",False,[]
very useful for students and the other,5,positive,38,"['useful', 'students']","['useful', 'other']",[],False,[]
"Everyone download this as it saved me from religious ocd which was from thinking I have to serve for god 24/7 to this doesn't feel normal, so just live your life sometimes serving when you can! thank you Devs!",5,positive,209,"['everyone', 'download', 'saved', 'religious', 'ocd', 'thinking', 'serve', 'god', 'feel', 'normal', 'live', 'life', 'sometimes', 'serving', 'thank', 'devs']","['religious', 'normal']","['download', 'saved', 'thinking', 'have', 'serve', 'feel', 'live', 'serving', 'thank']",False,[]
ChatGpt is a good tool for brainstorming ideas.,5,positive,47,"['chatgpt', 'good', 'tool', 'brainstorming', 'ideas']",['good'],['brainstorming'],False,[]
"Excellent, but there's a problem that keeps coming back. When I edit a message, sometimes the previous message and its reply remain. It doesn't happen often and gets fixed when a new update arrives, but it happens occasionally enough to be annoying.",5,positive,249,"['excellent', 'problem', 'keeps', 'coming', 'back', 'edit', 'message', 'sometimes', 'previous', 'message', 'reply', 'remain', 'happen', 'often', 'gets', 'fixed', 'new', 'update', 'arrives', 'happens', 'occasionally', 'enough', 'annoying']","['Excellent', 'previous', 'new', 'annoying']","[""'s"", 'keeps', 'coming', 'edit', 'remain', 'happen', 'fixed', 'arrives', 'happens']",True,"['request', 'ux']"
it's uses lots of da ta but also it's very accurate,4,positive,51,"['uses', 'lots', 'da', 'ta', 'also', 'accurate']",['accurate'],['uses'],False,[]
"it's great for taking the take that you can do yourself, but just cuts the time into a fraction and it really helps with cutting down the time you spend compiling information, typing a full document. I'm just now starting to experiment with it making me recipe lists for the week to feed my family and create the grocery list, and it's going well to say the least.",5,positive,364,"['great', 'taking', 'take', 'cuts', 'time', 'fraction', 'really', 'helps', 'cutting', 'time', 'spend', 'compiling', 'information', 'typing', 'full', 'document', 'starting', 'experiment', 'making', 'recipe', 'lists', 'week', 'feed', 'family', 'create', 'grocery', 'list', 'going', 'well', 'say', 'least']","['great', 'full', 'least']","['taking', 'do', 'cuts', 'helps', 'cutting', 'spend', 'compiling', 'typing', 'starting', 'experiment', 'making', 'recipe', 'feed', 'create', 'going', 'say']",False,[]
chatgpt has really helped me out with information,5,positive,49,"['chatgpt', 'really', 'helped', 'information']",[],['helped'],False,[]
super result will come if work hard in this chat gpt & mainly patience and spend some time to get good result,5,positive,109,"['super', 'result', 'come', 'work', 'hard', 'chat', 'gpt', 'mainly', 'patience', 'spend', 'time', 'get', 'good', 'result']","['super', 'good']","['come', 'work', 'spend', 'get']",False,[]
